vente_id,date,prix,rue,arrondissement,surface,pieces,longitude,latitude,prix_m2
2024-1213749,2024-03-06,1037000.0,RUE SAINT BERNARD,11,82.0,2,2.38094,48.85344,12646.34
2024-1213796,2024-03-06,323000.0,RUE VULPIAN,13,30.0,2,2.34673,48.83178,10766.67
2024-1213872,2024-03-06,1750000.0,AV BUGEAUD,16,132.0,5,2.28078,48.87035,13257.58
2024-1213891,2024-03-06,950000.0,RUE SURCOUF,7,82.0,3,2.30975,48.86071,11585.37
2024-1213959,2024-03-06,300000.0,AV DU GAL MICHEL BIZOT,12,30.0,1,2.40454,48.83896,10000.0
2024-1213969,2024-03-06,429000.0,RUE DES SAINTS PERES,6,38.0,1,2.33267,48.85702,11289.47
2024-1213970,2024-03-06,375715.0,RUE DE REUILLY,12,45.0,3,2.39038,48.8449,8349.22
2024-1214082,2024-03-06,554650.0,RUE DE LA FONTAINE AU ROI,11,67.0,3,2.37816,48.8692,8278.36
2024-1214094,2024-03-06,400000.0,RUE DE LA FEDERATION,15,40.0,2,2.29614,48.85338,10000.0
2024-1214146,2024-03-06,727500.0,RUE DE LONGCHAMP,16,67.0,3,2.28229,48.86603,10858.21
2024-1214154,2024-03-06,183070.0,AV DE BRETEUIL,15,15.0,1,2.312,48.84564,12204.67
2024-1214232,2024-03-06,315000.0,RUE FONDARY,15,30.0,2,2.29463,48.84785,10500.0
2024-1214233,2024-03-06,115000.0,RUE HENRI BARBUSSE,5,10.0,1,2.33953,48.84185,11500.0
2024-1214318,2024-03-06,118000.0,RUE DE VAUGIRARD,15,14.0,1,2.29894,48.83872,8428.57
2024-1214323,2024-03-06,500000.0,BD AUGUSTE BLANQUI,13,73.0,4,2.34326,48.83056,6849.32
2024-1195531,2024-03-07,145000.0,RUE MARX DORMOY,18,28.0,1,2.35962,48.88966,5178.57
2024-1195594,2024-03-07,241190.0,RUE JEAN ROBERT,18,35.0,2,2.35794,48.88952,6891.14
2024-1195597,2024-03-07,961165.0,QUAI DE LA MARNE,19,110.0,5,2.38178,48.88883,8737.86
2024-1195602,2024-03-07,302000.0,RUE DES PYRENEES,20,30.0,1,2.39473,48.86889,10066.67
2024-1195611,2024-03-07,275000.0,RUE ETIENNE JODELLE,18,33.0,2,2.32666,48.88806,8333.33
2024-1195638,2024-03-07,330000.0,RUE DU FBG DU TEMPLE,10,40.0,3,2.37602,48.87204,8250.0
2024-1195644,2024-03-07,578000.0,RUE DES FRANCS BOURGEOIS,4,45.0,3,2.3625,48.85684,12844.44
2024-1195647,2024-03-07,166950.0,RUE DE L AGENT BAILLY,9,14.0,1,2.34192,48.87857,11925.0
2024-1195665,2024-03-07,310200.0,RUE D AMSTERDAM,8,32.0,2,2.32668,48.88008,9693.75
2024-1195691,2024-03-07,565000.0,RUE DU ROCHER,8,59.0,3,2.32284,48.87624,9576.27
2024-1195705,2024-03-07,1320000.0,RUE CHARLOT,3,95.0,4,2.36132,48.86215,13894.74
2024-1195719,2024-03-07,580000.0,VLA DES PYRENEES,20,86.0,5,2.40525,48.85353,6744.19
2024-1195754,2024-03-07,405000.0,AV DE FLANDRE,19,53.0,2,2.37273,48.88661,7641.51
2024-1195764,2024-03-07,337500.0,RUE DU FG POISSONNIERE,9,47.0,2,2.34854,48.88306,7180.85
2024-1195768,2024-03-07,550000.0,RUE HERMANN LACHAPELLE,18,60.0,3,2.35065,48.89406,9166.67
2024-1195773,2024-03-07,178500.0,RUE DU POTEAU,18,21.0,1,2.34095,48.89416,8500.0
2024-1195792,2024-03-07,220000.0,RUE ALEXANDRE PARODI,10,25.0,2,2.365,48.87981,8800.0
2024-1195810,2024-03-07,396000.0,BD DAVOUT,20,60.0,3,2.41045,48.84825,6600.0
2024-1195816,2024-03-07,233000.0,RUE LEGENDRE,17,24.0,2,2.32597,48.89135,9708.33
2024-1195818,2024-03-07,165850.0,RUE DU FBG DU TEMPLE,10,22.0,1,2.36978,48.86982,7538.64
2024-1195821,2024-03-07,500000.0,RUE DE BAGNOLET,20,69.0,3,2.40183,48.85838,7246.38
2024-1195845,2024-03-07,1100000.0,IMP SAINT CLAUDE,3,180.0,6,2.36605,48.86042,6111.11
2024-1195890,2024-03-07,110000.0,RUE DU PRINTEMPS,17,9.0,1,2.31019,48.88754,12222.22
2024-1195913,2024-03-07,340000.0,RUE DES TERNES,17,35.0,2,2.28911,48.88115,9714.29
2024-1195929,2024-03-07,788200.0,RUE DE TREVISE,9,68.0,3,2.34534,48.87335,11591.18
2024-1195931,2024-03-07,201820.0,RUE SAINT BLAISE,20,19.0,2,2.40454,48.85973,10622.11
2024-1195964,2024-03-07,155000.0,BD DAVOUT,20,19.0,1,2.4094,48.85828,8157.89
2024-1195971,2024-03-07,120000.0,RUE MOURAUD,20,32.0,2,2.40893,48.85608,3750.0
2024-1195990,2024-03-07,153430.0,RUE DE BELLEVILLE,19,26.0,1,2.40615,48.87721,5901.15
2024-1196016,2024-03-07,365900.0,RUE DES PYRENEES,20,41.0,2,2.39961,48.86241,8924.39
2024-1196024,2024-03-07,464550.0,RUE DES MARTYRS,9,40.0,3,2.33904,48.87775,11613.75
2024-1196069,2024-03-07,337100.0,BD DAVOUT,20,50.0,2,2.40814,48.86361,6742.0
2024-1196087,2024-03-07,565000.0,RUE COMPANS,19,53.0,3,2.38902,48.88071,10660.38
2024-1196135,2024-03-07,335000.0,RUE STEPHENSON,18,44.0,3,2.35593,48.88785,7613.64
2024-1196197,2024-03-07,525000.0,CRS DE VINCENNES,20,72.0,3,2.40339,48.84832,7291.67
2024-1196210,2024-03-07,368050.0,RUE JEAN BAPTISTE DUMAS,17,34.0,2,2.29129,48.88293,10825.0
2024-1196231,2024-03-07,290000.0,RUE DES ECOUFFES,4,22.0,2,2.35906,48.85689,13181.82
2024-1196280,2024-03-07,160000.0,VLA GAGLIARDINI,20,23.0,2,2.40319,48.87572,6956.52
2024-1196293,2024-03-07,355000.0,RUE DE LA JONQUIERE,17,43.0,2,2.32029,48.89456,8255.81
2024-1196341,2024-03-07,131950.0,RUE DE TURBIGO,3,12.0,1,2.36117,48.86682,10995.83
2024-1196403,2024-03-07,70000.0,RUE BURQ,18,28.0,2,2.3363,48.88684,2500.0
2024-1196437,2024-03-07,265000.0,RUE DES ABBESSES,18,31.0,2,2.33502,48.88558,8548.39
2024-1196586,2024-03-07,335000.0,RUE CLAVEL,19,32.0,2,2.38391,48.87512,10468.75
2024-1196687,2024-03-07,1610500.0,RUE BEAUJON,8,59.0,3,2.29685,48.87555,27296.61
2024-1212951,2024-03-07,730000.0,AV PHILIPPE AUGUSTE,11,87.0,4,2.39398,48.85265,8390.8
2024-1213041,2024-03-07,128000.0,RUE CHARLES FOURIER,13,14.0,1,2.35078,48.82534,9142.86
2024-1213050,2024-03-07,372450.0,RUE DE LOURMEL,15,43.0,1,2.28145,48.83686,8661.63
2024-1213052,2024-03-07,343570.0,RUE CASSETTE,6,19.0,1,2.33113,48.85046,18082.63
2024-1213054,2024-03-07,880250.0,RUE CASSETTE,6,41.0,2,2.33113,48.85046,21469.51
2024-1213067,2024-03-07,1315000.0,RUE DES BERNARDINS,5,83.0,3,2.35071,48.85054,15843.37
2024-1213100,2024-03-07,260000.0,CRS ST ELOI,12,28.0,1,2.38856,48.84676,9285.71
2024-1213120,2024-03-07,507000.0,RUE SERVAN,11,52.0,2,2.38105,48.86341,9750.0
2024-1213143,2024-03-07,525000.0,RUE SAINT SEVERIN,5,46.0,2,2.345,48.85264,11413.04
2024-1213172,2024-03-07,125000.0,RUE DES BOULETS,11,14.0,1,2.38904,48.85128,8928.57
2024-1213176,2024-03-07,358000.0,RUE DE CHARENTON,12,50.0,2,2.39203,48.83569,7160.0
2024-1213202,2024-03-07,550000.0,RUE BUFFON,5,25.0,1,2.36314,48.8427,22000.0
2024-1213207,2024-03-07,280000.0,RUE BUFFON,5,25.0,1,2.36314,48.8427,11200.0
2024-1213231,2024-03-07,1059350.0,RUE BARRAULT,13,107.0,4,2.34726,48.82698,9900.47
2024-1213235,2024-03-07,107000.0,BD VINCENT AURIOL,13,18.0,1,2.36116,48.8331,5944.44
2024-1213303,2024-03-07,760000.0,RUE DU BOUQUET DE LONGCHAMP,16,70.0,3,2.29105,48.86595,10857.14
2024-1213314,2024-03-07,555000.0,RUE D ALESIA,14,52.0,3,2.33962,48.82656,10673.08
2024-1213315,2024-03-07,391200.0,RUE FRANCOIS VILLON,15,32.0,2,2.29987,48.83833,12225.0
2024-1213322,2024-03-07,189500.0,RUE GEORGES PITARD,15,26.0,1,2.31077,48.83482,7288.46
2024-1213379,2024-03-07,412000.0,BD VOLTAIRE,11,50.0,2,2.39239,48.84973,8240.0
2024-1213427,2024-03-07,675000.0,RUE DE QUATREFAGES,5,61.0,3,2.35468,48.84304,11065.57
2024-1213442,2024-03-07,755000.0,RUE DE LA CONVENTION,15,70.0,3,2.30137,48.83605,10785.71
2024-1213478,2024-03-07,450000.0,RUE DES BOULETS,11,42.0,2,2.38889,48.85192,10714.29
2024-1213489,2024-03-07,170000.0,RUE DE GRENELLE,7,16.0,1,2.30702,48.85766,10625.0
2024-1213575,2024-03-07,387630.0,AV RENE COTY,14,70.0,3,2.33483,48.82944,5537.57
2024-1213584,2024-03-07,240000.0,AV D ITALIE,13,28.0,1,2.35463,48.82915,8571.43
2024-1213587,2024-03-07,940000.0,RUE DES VOLONTAIRES,15,123.0,4,2.30755,48.84171,7642.28
2024-1213607,2024-03-07,630000.0,AV EMILE ZOLA,15,67.0,3,2.28805,48.84685,9402.99
2024-1213615,2024-03-07,455000.0,RUE CORBON,15,31.0,1,2.30263,48.83617,14677.42
2024-1213631,2024-03-07,256000.0,RUE CORVISART,13,29.0,1,2.34618,48.83377,8827.59
2024-1213632,2024-03-07,215933.47,BD VINCENT AURIOL,13,25.0,2,2.37192,48.83703,8637.34
2024-1213681,2024-03-07,350000.0,BD DU MONTPARNASSE,14,57.0,2,2.33424,48.84007,6140.35
2024-1213683,2024-03-07,140000.0,AV DAUMESNIL,12,16.0,1,2.39284,48.83988,8750.0
2024-1213698,2024-03-07,370000.0,RUE LAURISTON,16,21.0,1,2.29198,48.87172,17619.05
2024-1213767,2024-03-07,220000.0,RUE LECOURBE,15,26.0,1,2.28305,48.83587,8461.54
2024-1213779,2024-03-07,335000.0,RUE MAILLARD,11,37.0,2,2.38615,48.8583,9054.05
2024-1213825,2024-03-07,640000.0,RUE MICHEL ANGE,16,71.0,3,2.25781,48.83882,9014.08
2024-1213862,2024-03-07,180000.0,RUE DE LA PROVIDENCE,13,28.0,2,2.3479,48.82601,6428.57
2024-1213890,2024-03-07,445800.0,BD SOULT,12,50.0,2,2.40889,48.84234,8916.0
2024-1213899,2024-03-07,200000.0,RUE DE MONTREUIL,11,39.0,2,2.39676,48.85128,5128.21
2024-1213940,2024-03-07,400000.0,RUE DE REUILLY,12,42.0,2,2.39554,48.84049,9523.81
2024-1213980,2024-03-07,848282.0,AV VILLEMAIN,14,73.0,3,2.31604,48.83207,11620.3
2024-1214005,2024-03-07,155000.0,RUE SAINT CHARLES,15,15.0,1,2.28291,48.84433,10333.33
2024-1214032,2024-03-07,118900.0,RUE JULES GUESDE,14,18.0,1,2.32145,48.83646,6605.56
2024-1214034,2024-03-07,108000.0,RUE CESAR FRANCK,15,15.0,1,2.3096,48.8471,7200.0
2024-1214052,2024-03-07,1854660.0,RUE YVON VILLARCEAU,16,107.0,3,2.2874,48.86858,17333.27
2024-1214080,2024-03-07,94000.0,RUE ANTOINE BOURDELLE,15,28.0,1,2.31947,48.84278,3357.14
2024-1214140,2024-03-07,738815.0,RUE CHALIGNY,12,67.0,4,2.38308,48.84618,11027.09
2024-1214141,2024-03-07,955000.0,RUE CASSETTE,6,74.0,3,2.33054,48.84977,12905.41
2024-1214217,2024-03-07,1340000.0,RUE LEON VAUDOYER,7,106.0,3,2.30845,48.84803,12641.51
2024-1214369,2024-03-07,230000.0,RUE EMILE DUBOIS,14,32.0,1,2.33793,48.83183,7187.5
2024-1214417,2024-03-07,480000.0,RUE DUPLEIX,15,59.0,3,2.29821,48.8521,8135.59
2024-1214456,2024-03-07,540000.0,RUE DE LA ROQUETTE,11,46.0,3,2.37242,48.85447,11739.13
2024-1195641,2024-03-08,355000.0,RUE DU FBG SAINT DENIS,10,41.0,3,2.35743,48.87806,8658.54
2024-1195750,2024-03-08,1462000.0,RUE DU CARDINAL MERCIER,9,102.0,4,2.32988,48.88141,14333.33
2024-1195756,2024-03-08,435000.0,RUE DAMREMONT,18,52.0,3,2.33455,48.89021,8365.38
2024-1195759,2024-03-08,506400.0,RUE THOREL,2,40.0,2,2.34922,48.86959,12660.0
2024-1195765,2024-03-08,480000.0,RUE DU BOULOI,1,41.0,2,2.34024,48.86307,11707.32
2024-1195769,2024-03-08,630000.0,RUE CHAMPIONNET,18,90.0,4,2.34455,48.89615,7000.0
2024-1195783,2024-03-08,840000.0,RUE RICHER,9,70.0,4,2.34565,48.8738,12000.0
2024-1195785,2024-03-08,621000.0,BD MORLAND,4,54.0,3,2.36448,48.84936,11500.0
2024-1195790,2024-03-08,421560.0,RUE DE LA PY,20,53.0,2,2.40451,48.8661,7953.96
2024-1195834,2024-03-08,284000.0,AV PARMENTIER,10,33.0,2,2.37028,48.87153,8606.06
2024-1195837,2024-03-08,654740.0,RUE ROGER BACON,17,64.0,3,2.28949,48.88285,10230.31
2024-1195838,2024-03-08,197180.0,RUE PIXERECOURT,20,28.0,1,2.3969,48.87369,7042.14
2024-1195856,2024-03-08,400000.0,RUE ORFILA,20,40.0,2,2.39645,48.86668,10000.0
2024-1195906,2024-03-08,335000.0,RUE DES VINAIGRIERS,10,36.0,2,2.35831,48.87314,9305.56
2024-1195919,2024-03-08,500000.0,RUE FERDINAND FLOCON,18,56.0,4,2.3463,48.89157,8928.57
2024-1195927,2024-03-08,455500.0,RUE JEAN ROBERT,18,55.0,3,2.35853,48.8901,8281.82
2024-1195947,2024-03-08,675000.0,RUE HEROLD,1,47.0,1,2.34152,48.86523,14361.7
2024-1195949,2024-03-08,765000.0,RUE DE MAUBEUGE,9,72.0,3,2.3445,48.87788,10625.0
2024-1195980,2024-03-08,239000.0,RUE MANSART,9,23.0,1,2.3329,48.88176,10391.3
2024-1195986,2024-03-08,374200.0,RUE DE LA CR DES NOUES,20,56.0,2,2.40304,48.86429,6682.14
2024-1196035,2024-03-08,96000.0,RUE DE SOFIA,18,15.0,1,2.34898,48.88447,6400.0
2024-1196064,2024-03-08,996000.0,IMP MARIE BLANCHE,18,80.0,3,2.33234,48.88556,12450.0
2024-1196077,2024-03-08,248000.0,RUE EUGENE JUMIN,19,38.0,2,2.39204,48.88745,6526.32
2024-1196080,2024-03-08,745000.0,RUE CHARLOT,3,60.0,3,2.36291,48.86342,12416.67
2024-1196081,2024-03-08,325200.0,CITE DUPETIT-THOUARS,3,22.0,1,2.36202,48.86568,14781.82
2024-1196094,2024-03-08,232450.0,RUE CHRISTIANI,18,26.0,1,2.34881,48.88513,8940.38
2024-1196095,2024-03-08,190000.0,RUE CHAPPE,18,19.0,1,2.34184,48.88439,10000.0
2024-1196109,2024-03-08,1166100.0,RUE DAVID D ANGERS,19,74.0,4,2.39416,48.88158,15758.11
2024-1196136,2024-03-08,370000.0,RUE DOUDEAUVILLE,18,57.0,4,2.35648,48.88899,6491.23
2024-1196139,2024-03-08,100000.0,AV MATHURIN MOREAU,19,18.0,1,2.37555,48.87837,5555.56
2024-1196166,2024-03-08,482000.0,RUE DESCOMBES,17,43.0,3,2.29332,48.88406,11209.3
2024-1196168,2024-03-08,300000.0,RUE DE ROME,17,30.0,2,2.31959,48.88252,10000.0
2024-1196193,2024-03-08,740000.0,RUE DES ARCHIVES,3,50.0,2,2.36093,48.86316,14800.0
2024-1196194,2024-03-08,470000.0,RUE ETIENNE DOLET,20,59.0,3,2.38587,48.86802,7966.1
2024-1196229,2024-03-08,320500.0,RUE DES TOURNELLES,3,30.0,2,2.36707,48.85628,10683.33
2024-1196240,2024-03-08,950000.0,RUE DES ARCHIVES,3,85.0,4,2.36051,48.86284,11176.47
2024-1196251,2024-03-08,320000.0,RUE DU FBG SAINT DENIS,10,37.0,2,2.35743,48.87806,8648.65
2024-1196252,2024-03-08,190000.0,RUE DU FBG ST MARTIN,10,23.0,1,2.35605,48.86931,8260.87
2024-1196259,2024-03-08,265000.0,BD DE CHARONNE,20,33.0,2,2.39152,48.85826,8030.3
2024-1196277,2024-03-08,307000.0,BD BESSIERES,17,37.0,2,2.32858,48.89738,8297.3
2024-1196282,2024-03-08,1250000.0,RUE THIMONNIER,9,119.0,5,2.34678,48.88028,10504.2
2024-1196324,2024-03-08,118450.0,RUE DU FBG DU TEMPLE,10,18.0,1,2.36978,48.86982,6580.56
2024-1196349,2024-03-08,797545.0,RUE DES VIGNOLES,20,63.0,3,2.40101,48.85514,12659.44
2024-1196356,2024-03-08,334275.0,RUE DOUDEAUVILLE,18,33.0,2,2.35436,48.88819,10129.55
2024-1196407,2024-03-08,835000.0,RUE RAMBUTEAU,3,54.0,3,2.35501,48.86107,15462.96
2024-1196418,2024-03-08,348000.0,RUE DES GRANDS CHAMPS,20,43.0,2,2.40466,48.85103,8093.02
2024-1196419,2024-03-08,375000.0,RUE ACHILLE MARTINET,18,42.0,2,2.3367,48.89208,8928.57
2024-1196428,2024-03-08,620000.0,RUE DES GRANDS CHAMPS,20,73.0,3,2.40521,48.85109,8493.15
2024-1196468,2024-03-08,80000.0,RUE TESSON,10,11.0,1,2.37135,48.87091,7272.73
2024-1196486,2024-03-08,491450.0,RUE PASTOURELLE,3,40.0,2,2.35841,48.86318,12286.25
2024-1196489,2024-03-08,120000.0,RUE CADET,9,25.0,1,2.34234,48.87443,4800.0
2024-1196541,2024-03-08,225000.0,AV JEAN JAURES,19,34.0,2,2.37188,48.88345,6617.65
2024-1196559,2024-03-08,302885.0,RUE DES CLOYS,18,36.0,2,2.33943,48.89248,8413.47
2024-1196580,2024-03-08,580000.0,RUE DOUDEAUVILLE,18,111.0,3,2.3526,48.88875,5225.23
2024-1196593,2024-03-08,538650.0,RUE DUVERGIER,19,83.0,4,2.37671,48.88861,6489.76
2024-1196613,2024-03-08,643200.0,RUE NOLLET,17,59.0,3,2.32141,48.88654,10901.69
2024-1196621,2024-03-08,233000.0,VLA ARMAND,18,40.0,2,2.33098,48.89334,5825.0
2024-1196624,2024-03-08,545000.0,RUE RICHER,9,67.0,3,2.34428,48.87392,8134.33
2024-1196675,2024-03-08,335000.0,RUE DES TROIS FRERES,18,26.0,2,2.34074,48.88472,12884.62
2024-1196725,2024-03-08,78000.0,RUE DE LEVIS,17,12.0,1,2.31421,48.88382,6500.0
2024-1196740,2024-03-08,312580.0,RUE DES MARTYRS,9,11.0,1,2.3398,48.8771,28416.36
2024-1196741,2024-03-08,555000.0,AV TAILLADE,20,76.0,4,2.39415,48.87469,7302.63
2024-1196778,2024-03-08,80000.0,RUE DE CRIMEE,19,13.0,1,2.38914,48.8803,6153.85
2024-1196808,2024-03-08,280000.0,RUE DU MONT CENIS,18,38.0,3,2.34128,48.88738,7368.42
2024-1196849,2024-03-08,450000.0,RUE DESCOMBES,17,42.0,2,2.29283,48.88429,10714.29
2024-1213053,2024-03-08,488150.0,IMP VASSOU,12,50.0,3,2.40785,48.84627,9763.0
2024-1213084,2024-03-08,369500.0,RUE DU CHEMIN VERT,11,29.0,2,2.38225,48.86166,12741.38
2024-1213093,2024-03-08,267000.0,AV VILLEMAIN,14,38.0,2,2.31667,48.83162,7026.32
2024-1213158,2024-03-08,720500.0,RUE VANEAU,7,41.0,2,2.3205,48.849,17573.17
2024-1213159,2024-03-08,153000.0,RUE JEAN PIERRE TIMBAUD,11,14.0,1,2.37184,48.86602,10928.57
2024-1213194,2024-03-08,85000.0,AV DE VERSAILLES,16,9.0,1,2.27692,48.85005,9444.44
2024-1213220,2024-03-08,580000.0,RUE DE LA CONVENTION,15,78.0,3,2.28013,48.84428,7435.9
2024-1213221,2024-03-08,180000.0,RUE CHARLES BAUDELAIRE,12,19.0,2,2.3778,48.85068,9473.68
2024-1213222,2024-03-08,264200.0,RUE DE LA FORGE ROYALE,11,35.0,3,2.38006,48.85062,7548.57
2024-1213237,2024-03-08,3300000.0,PL DU PANTHEON,5,180.0,4,2.34612,48.84535,18333.33
2024-1213239,2024-03-08,2684000.0,RUE DE VAUGIRARD,6,135.0,2,2.32184,48.84588,19881.48
2024-1213271,2024-03-08,311539.0,RUE MASSENET,16,27.0,1,2.27946,48.85861,11538.48
2024-1213279,2024-03-08,377500.0,RUE DE L YVETTE,16,36.0,1,2.26704,48.85359,10486.11
2024-1213304,2024-03-08,337500.0,RUE LECOURBE,15,45.0,2,2.29862,48.84123,7500.0
2024-1213371,2024-03-08,803000.0,RUE DES PLANTES,14,101.0,4,2.32411,48.83009,7950.5
2024-1213372,2024-03-08,348000.0,RUE DE VAUGIRARD,15,31.0,1,2.31069,48.84184,11225.81
2024-1213411,2024-03-08,1320000.0,RUE MARCELINE DESBORDESVALMORE,16,125.0,5,2.27689,48.86009,10560.0
2024-1213438,2024-03-08,2100000.0,RUE DE VAUGIRARD,15,135.0,5,2.29338,48.83538,15555.56
2024-1213469,2024-03-08,720000.0,RUE FABRE D EGLANTINE,12,78.0,3,2.39625,48.84608,9230.77
2024-1213484,2024-03-08,1012500.0,RUE PAILLET,5,95.0,4,2.34291,48.84656,10657.89
2024-1213485,2024-03-08,255000.0,RUE DE VAUCOULEURS,11,19.0,2,2.37827,48.86855,13421.05
2024-1213490,2024-03-08,974000.0,RUE DE LA TOUR,16,76.0,3,2.28228,48.86015,12815.79
2024-1213496,2024-03-08,1860000.0,RUE DES SAINTS PERES,6,92.0,5,2.33026,48.8536,20217.39
2024-1213526,2024-03-08,392750.0,BD DE MENILMONTANT,11,34.0,1,2.38638,48.86341,11551.47
2024-1213542,2024-03-08,166070.0,RUE DU RENDEZ VOUS,12,20.0,1,2.40033,48.84731,8303.5
2024-1213566,2024-03-08,542550.0,RUE DE LA CONVENTION,15,64.0,3,2.28552,48.84253,8477.34
2024-1213570,2024-03-08,1496200.0,RUE VANEAU,7,70.0,2,2.3205,48.849,21374.29
2024-1213578,2024-03-08,185000.0,RUE DES NANETTES,11,18.0,1,2.3834,48.86427,10277.78
2024-1213586,2024-03-08,513500.0,RUE DE WATTIGNIES,12,63.0,3,2.39452,48.83647,8150.79
2024-1213594,2024-03-08,346000.0,RUE ROBERT DE FLERS,15,41.0,2,2.28336,48.84862,8439.02
2024-1213641,2024-03-08,352500.0,RUE PASCAL,13,23.0,1,2.3484,48.83521,15326.09
2024-1213673,2024-03-08,1410000.0,RUE DE BOULAINVILLIERS,16,106.0,3,2.27536,48.85736,13301.89
2024-1213675,2024-03-08,825600.0,AV DE SAINT-MANDE,12,105.0,4,2.4082,48.84478,7862.86
2024-1213685,2024-03-08,465000.0,AV DU MAINE,14,54.0,3,2.32408,48.8357,8611.11
2024-1213726,2024-03-08,340000.0,RUE PACHE,11,38.0,2,2.38259,48.85857,8947.37
2024-1213743,2024-03-08,350560.0,RUE VASCO DE GAMA,15,51.0,2,2.28432,48.83594,6873.73
2024-1213764,2024-03-08,1365000.0,RUE SERVANDONI,6,124.0,3,2.33501,48.84939,11008.06
2024-1213791,2024-03-08,290000.0,RUE EBELMEN,12,30.0,2,2.38773,48.84376,9666.67
2024-1213822,2024-03-08,270000.0,RUE DE L ECOLE POLYTECHNIQUE,5,28.0,1,2.34792,48.84744,9642.86
2024-1213829,2024-03-08,1170000.0,VLA DE LA CROIX NIVERT,15,120.0,6,2.29975,48.84559,9750.0
2024-1213843,2024-03-08,773200.0,RUE DU FBG ST ANTOINE,11,49.0,2,2.37975,48.85123,15779.59
2024-1213844,2024-03-08,474000.0,RUE MAISON DIEU,14,48.0,3,2.32262,48.83581,9875.0
2024-1213848,2024-03-08,1091180.0,RUE SARRETTE,14,105.0,6,2.32754,48.82524,10392.19
2024-1213879,2024-03-08,654750.0,RUE BROCA,13,64.0,4,2.34699,48.83635,10230.47
2024-1213961,2024-03-08,467500.0,VLA DES GOBELINS,13,47.0,3,2.35276,48.83357,9946.81
2024-1214007,2024-03-08,820000.0,RUE DE BELLECHASSE,7,59.0,3,2.32388,48.85961,13898.31
2024-1214189,2024-03-08,285000.0,BD VOLTAIRE,11,47.0,2,2.38791,48.8534,6063.83
2024-1214302,2024-03-08,1208500.0,AV DE TOURVILLE,7,83.0,4,2.30822,48.85368,14560.24
2024-1214344,2024-03-08,410000.0,RUE HECTOR MALOT,12,41.0,2,2.37747,48.84687,10000.0
2024-1214397,2024-03-08,630000.0,RUE LETELLIER,15,60.0,3,2.29495,48.84863,10500.0
2024-1195661,2024-03-11,279440.0,RUE HEROLD,1,28.0,1,2.34128,48.86468,9980.0
2024-1195686,2024-03-11,430000.0,RUE DU FBG SAINT DENIS,10,45.0,3,2.35783,48.87899,9555.56
2024-1195798,2024-03-11,280000.0,RUE DES TOURNELLES,4,46.0,2,2.36699,48.85474,6086.96
2024-1195801,2024-03-11,250000.0,RUE FEUTRIER,18,23.0,2,2.34624,48.88611,10869.57
2024-1195842,2024-03-11,175000.0,RUE PHILIPPE DE GIRARD,10,25.0,2,2.36218,48.88094,7000.0
2024-1195859,2024-03-11,697300.0,AV JEAN JAURES,19,81.0,4,2.37411,48.8844,8608.64
2024-1195874,2024-03-11,530000.0,AV DES CHAMPS ELYSEES,8,40.0,1,2.30468,48.87167,13250.0
2024-1195901,2024-03-11,220000.0,RUE LA BOETIE,8,23.0,1,2.30733,48.87162,9565.22
2024-1195903,2024-03-11,459812.5,RUE DULONG,17,37.0,2,2.31834,48.88349,12427.36
2024-1195954,2024-03-11,251750.0,BD DE LA SOMME,17,45.0,2,2.29053,48.8864,5594.44
2024-1196014,2024-03-11,223000.0,AV DE SAINT OUEN,18,23.0,2,2.327,48.89069,9695.65
2024-1196058,2024-03-11,707100.0,RUE PASTOURELLE,3,50.0,2,2.35841,48.86318,14142.0
2024-1196078,2024-03-11,133200.0,RUE DE LANCRY,10,11.0,1,2.36192,48.87181,12109.09
2024-1196084,2024-03-11,580000.0,RUE MAZAGRAN,10,49.0,2,2.35165,48.8704,11836.73
2024-1196107,2024-03-11,176500.0,RUE BOURET,19,22.0,1,2.37452,48.88171,8022.73
2024-1196157,2024-03-11,1385000.0,RUE MAGELLAN,8,103.0,4,2.30003,48.86958,13446.6
2024-1196161,2024-03-11,300000.0,RUE ACHILLE MARTINET,18,68.0,3,2.33721,48.89186,4411.76
2024-1196178,2024-03-11,215000.0,RUE DU SIMPLON,18,35.0,2,2.35047,48.89397,6142.86
2024-1196209,2024-03-11,260900.0,RUE DU DOCTEUR HEULIN,17,30.0,2,2.32317,48.89033,8696.67
2024-1196269,2024-03-11,100000.0,RUE JEAN JACQUES ROUSSEAU,1,9.0,1,2.33987,48.86237,11111.11
2024-1196292,2024-03-11,640000.0,RUE DE L ETOILE,17,65.0,2,2.29588,48.87718,9846.15
2024-1196295,2024-03-11,1462440.0,RUE D ABBEVILLE,10,119.0,5,2.35042,48.87831,12289.41
2024-1196353,2024-03-11,1336650.0,RUE BACHAUMONT,2,91.0,4,2.3468,48.86576,14688.46
2024-1196368,2024-03-11,620000.0,RUE DUVERGIER,19,95.0,5,2.37671,48.88861,6526.32
2024-1196447,2024-03-11,114400.0,AV DE SAINT-OUEN,17,12.0,1,2.32543,48.88955,9533.33
2024-1196460,2024-03-11,390000.0,PAS DELESSERT,10,45.0,3,2.36614,48.87899,8666.67
2024-1196492,2024-03-11,716500.0,AV DES TERNES,17,70.0,2,2.28666,48.88075,10235.71
2024-1196575,2024-03-11,290000.0,RUE DE GRANGE BATELIERE,9,34.0,2,2.34208,48.87327,8529.41
